timestamp,electricity_demand
2012-01-02 03:00:00,3.006999744
2012-01-02 03:30:00,3.072665194
2012-01-02 04:00:00,3.135750756
2012-01-02 04:30:00,3.28334952
2012-01-02 05:00:00,3.439061364
2012-01-02 05:30:00,3.653146794
2012-01-02 06:00:00,3.845349664
2012-01-02 06:30:00,3.84760413
2012-01-02 07:00:00,3.97219593
2012-01-02 07:30:00,4.054548548
2012-01-02 08:00:00,4.0956495
2012-01-02 08:30:00,4.139566926
2012-01-02 09:00:00,4.191084388
2012-01-02 09:30:00,4.197770222
2012-01-02 10:00:00,4.206853808
2012-01-02 10:30:00,4.21335675
2012-01-02 11:00:00,4.236663142
2012-01-02 11:30:00,4.257284366
2012-01-02 12:00:00,4.272851426
2012-01-02 12:30:00,4.282096582
2012-01-02 13:00:00,4.319405718
2012-01-02 13:30:00,4.354401658
2012-01-02 14:00:00,4.406803064
2012-01-02 14:30:00,4.471103958
2012-01-02 15:00:00,4.497733488
2012-01-02 15:30:00,4.544263426
2012-01-02 16:00:00,4.559249818
2012-01-02 16:30:00,4.477682266
2012-01-02 17:00:00,4.402120532
2012-01-02 17:30:00,4.282057878
2012-01-02 18:00:00,4.183285572
2012-01-02 18:30:00,4.133969348
2012-01-02 19:00:00,4.15684741
2012-01-02 19:30:00,4.155534258
2012-01-02 20:00:00,4.075751474
2012-01-02 20:30:00,3.922941098
2012-01-02 21:00:00,3.738313138
2012-01-02 21:30:00,3.70304772
2012-01-02 22:00:00,3.721634374
2012-01-02 22:30:00,4.06877643
2012-01-02 23:00:00,4.17288867
2012-01-02 23:30:00,3.887370492
2012-01-03 00:00:00,3.639630922
2012-01-03 00:30:00,3.468724314
2012-01-03 01:00:00,3.318632694
2012-01-03 01:30:00,3.197791862
2012-01-03 02:00:00,3.120792228
2012-01-03 02:30:00,3.080870692
2012-01-03 03:00:00,3.081647344
2012-01-03 03:30:00,3.166536328
2012-01-03 04:00:00,3.26460289
2012-01-03 04:30:00,3.403592532
2012-01-03 05:00:00,3.531857548
2012-01-03 05:30:00,3.72991518
2012-01-03 06:00:00,3.945293904
2012-01-03 06:30:00,3.954572514
2012-01-03 07:00:00,4.069515578
2012-01-03 07:30:00,4.157680744
2012-01-03 08:00:00,4.207351968
2012-01-03 08:30:00,4.26296167
2012-01-03 09:00:00,4.274787408
2012-01-03 09:30:00,4.268653336
2012-01-03 10:00:00,4.290388342
2012-01-03 10:30:00,4.305064182
2012-01-03 11:00:00,4.314167164
2012-01-03 11:30:00,4.322194496
2012-01-03 12:00:00,4.307992536
2012-01-03 12:30:00,4.250729274
2012-01-03 13:00:00,4.215692714
2012-01-03 13:30:00,4.18453802
2012-01-03 14:00:00,4.191488622
2012-01-03 14:30:00,4.227080108
2012-01-03 15:00:00,4.299348138
2012-01-03 15:30:00,4.3537638
2012-01-03 16:00:00,4.386601166
2012-01-03 16:30:00,4.326492452
2012-01-03 17:00:00,4.289684554
2012-01-03 17:30:00,4.216624104
2012-01-03 18:00:00,4.147053918
2012-01-03 18:30:00,4.073200988
2012-01-03 19:00:00,4.077256448
2012-01-03 19:30:00,4.090937172
2012-01-03 20:00:00,4.02326739
2012-01-03 20:30:00,3.86884334
2012-01-03 21:00:00,3.7141412
2012-01-03 21:30:00,3.667964892
2012-01-03 22:00:00,3.666598254
2012-01-03 22:30:00,3.987423176
2012-01-03 23:00:00,4.085572022
2012-01-03 23:30:00,3.774738898
2012-01-04 00:00:00,3.498125466
2012-01-04 00:30:00,3.342527182
2012-01-04 01:00:00,3.222914528
2012-01-04 01:30:00,3.111715438
2012-01-04 02:00:00,3.03506047
2012-01-04 02:30:00,3.008393994
2012-01-04 03:00:00,2.996982754
2012-01-04 03:30:00,3.007503156
2012-01-04 04:00:00,3.03800873
2012-01-04 04:30:00,3.08377408
2012-01-04 05:00:00,3.142089788
2012-01-04 05:30:00,3.274006876
2012-01-04 06:00:00,3.395256974
2012-01-04 06:30:00,3.427237518
2012-01-04 07:00:00,3.540030054
2012-01-04 07:30:00,3.68340761
2012-01-04 08:00:00,3.71151277
2012-01-04 08:30:00,3.717246072
2012-01-04 09:00:00,3.728827096
2012-01-04 09:30:00,3.77242831
2012-01-04 10:00:00,3.800522306
2012-01-04 10:30:00,3.776413986
2012-01-04 11:00:00,3.749193506
2012-01-04 11:30:00,3.751112734
2012-01-04 12:00:00,3.744484258
2012-01-04 12:30:00,3.707246368
2012-01-04 13:00:00,3.72162092
2012-01-04 13:30:00,3.73925284
2012-01-04 14:00:00,3.734496892
2012-01-04 14:30:00,3.770482812
2012-01-04 15:00:00,3.885234392
2012-01-04 15:30:00,3.915133012
2012-01-04 16:00:00,3.95906357
2012-01-04 16:30:00,3.934501634
2012-01-04 17:00:00,3.922533758
2012-01-04 17:30:00,3.898359968
2012-01-04 18:00:00,3.85620047
2012-01-04 18:30:00,3.806530416
2012-01-04 19:00:00,3.85225942
2012-01-04 19:30:00,3.961912628
2012-01-04 20:00:00,3.938343116
2012-01-04 20:30:00,3.829829584
2012-01-04 21:00:00,3.681507118
2012-01-04 21:30:00,3.624817632
2012-01-04 22:00:00,3.65175037
2012-01-04 22:30:00,3.987042536
2012-01-04 23:00:00,4.102610204
2012-01-04 23:30:00,3.820482476
2012-01-05 00:00:00,3.543886924
2012-01-05 00:30:00,3.363890132
2012-01-05 01:00:00,3.202838248
2012-01-05 01:30:00,3.0788325
2012-01-05 02:00:00,2.993596324
2012-01-05 02:30:00,2.947511162
2012-01-05 03:00:00,2.917880556
2012-01-05 03:30:00,2.95240511
2012-01-05 04:00:00,2.95963373
2012-01-05 04:30:00,2.949767458
2012-01-05 05:00:00,2.968568966
2012-01-05 05:30:00,3.099287838
2012-01-05 06:00:00,3.21391223
2012-01-05 06:30:00,3.20503515
2012-01-05 07:00:00,3.267455682
2012-01-05 07:30:00,3.342887522
2012-01-05 08:00:00,3.39689408
2012-01-05 08:30:00,3.48169289
2012-01-05 09:00:00,3.504468156
2012-01-05 09:30:00,3.510348816
2012-01-05 10:00:00,3.521702136
2012-01-05 10:30:00,3.545954838
2012-01-05 11:00:00,3.564359908
2012-01-05 11:30:00,3.56088508
2012-01-05 12:00:00,3.579818596
2012-01-05 12:30:00,3.6310942
2012-01-05 13:00:00,3.67993117
2012-01-05 13:30:00,3.718098704
2012-01-05 14:00:00,3.865038748
2012-01-05 14:30:00,3.942630122
2012-01-05 15:00:00,3.956604772
2012-01-05 15:30:00,3.953425472
2012-01-05 16:00:00,3.95249837
2012-01-05 16:30:00,3.941403842
2012-01-05 17:00:00,3.910891606
2012-01-05 17:30:00,3.870565038
2012-01-05 18:00:00,3.8282565
2012-01-05 18:30:00,3.79511124
2012-01-05 19:00:00,3.830828576
2012-01-05 19:30:00,3.910689658
2012-01-05 20:00:00,3.87174529
2012-01-05 20:30:00,3.762600692
2012-01-05 21:00:00,3.604366808
2012-01-05 21:30:00,3.551697046
2012-01-05 22:00:00,3.571720902
2012-01-05 22:30:00,3.883774452
2012-01-05 23:00:00,3.988205156
2012-01-05 23:30:00,3.71959613
2012-01-06 00:00:00,3.485067988
2012-01-06 00:30:00,3.338926098
2012-01-06 01:00:00,3.202846404
2012-01-06 01:30:00,3.112355054
2012-01-06 02:00:00,3.058092936
2012-01-06 02:30:00,3.039462354
2012-01-06 03:00:00,3.043254404
2012-01-06 03:30:00,3.128979672
2012-01-06 04:00:00,3.273805898
2012-01-06 04:30:00,3.462907988
2012-01-06 05:00:00,3.676754478
2012-01-06 05:30:00,3.984268732
2012-01-06 06:00:00,4.261157694
2012-01-06 06:30:00,4.25475206
2012-01-06 07:00:00,4.35981022
2012-01-06 07:30:00,4.45959318
2012-01-06 08:00:00,4.502685018
2012-01-06 08:30:00,4.516317564
2012-01-06 09:00:00,4.549417994
2012-01-06 09:30:00,4.547234312
2012-01-06 10:00:00,4.542152438
2012-01-06 10:30:00,4.532854146
2012-01-06 11:00:00,4.51569931
2012-01-06 11:30:00,4.480782342
2012-01-06 12:00:00,4.458821342
2012-01-06 12:30:00,4.462757038
2012-01-06 13:00:00,4.45104178
2012-01-06 13:30:00,4.424849944
2012-01-06 14:00:00,4.410456014
2012-01-06 14:30:00,4.433307636
2012-01-06 15:00:00,4.47363679
2012-01-06 15:30:00,4.519049386
2012-01-06 16:00:00,4.559664836
2012-01-06 16:30:00,4.50269315
2012-01-06 17:00:00,4.442570472
2012-01-06 17:30:00,4.333977432
2012-01-06 18:00:00,4.268983066
2012-01-06 18:30:00,4.244719868
2012-01-06 19:00:00,4.274594694
2012-01-06 19:30:00,4.322921018
2012-01-06 20:00:00,4.228647892
2012-01-06 20:30:00,4.055832796
2012-01-06 21:00:00,3.859925974
2012-01-06 21:30:00,3.807952376
2012-01-06 22:00:00,3.783924306
2012-01-06 22:30:00,4.11927723
2012-01-06 23:00:00,4.24041538
2012-01-06 23:30:00,3.96286957
2012-01-07 00:00:00,3.722311942
2012-01-07 00:30:00,3.534808084
2012-01-07 01:00:00,3.394749116
2012-01-07 01:30:00,3.28459146
2012-01-07 02:00:00,3.208123896
2012-01-07 02:30:00,3.19629653
2012-01-07 03:00:00,3.209987926
2012-01-07 03:30:00,3.285290394
2012-01-07 04:00:00,3.43446111
2012-01-07 04:30:00,3.695167424
2012-01-07 05:00:00,3.919870546
2012-01-07 05:30:00,4.204135826
2012-01-07 06:00:00,4.450945204
2012-01-07 06:30:00,4.46767286
2012-01-07 07:00:00,4.551125076
2012-01-07 07:30:00,4.600629338
2012-01-07 08:00:00,4.595390178
2012-01-07 08:30:00,4.567828508
2012-01-07 09:00:00,4.555404038
2012-01-07 09:30:00,4.573430474
2012-01-07 10:00:00,4.557918282
2012-01-07 10:30:00,4.544444148
2012-01-07 11:00:00,4.51878671
2012-01-07 11:30:00,4.494485692
2012-01-07 12:00:00,4.45928875
2012-01-07 12:30:00,4.44049601
2012-01-07 13:00:00,4.442752276
2012-01-07 13:30:00,4.423116558
2012-01-07 14:00:00,4.425522028
2012-01-07 14:30:00,4.450494496
2012-01-07 15:00:00,4.520797652
2012-01-07 15:30:00,4.569899516
2012-01-07 16:00:00,4.587551608
2012-01-07 16:30:00,4.494593026
2012-01-07 17:00:00,4.43726234
2012-01-07 17:30:00,4.365532744
2012-01-07 18:00:00,4.309702482
2012-01-07 18:30:00,4.257904652
2012-01-07 19:00:00,4.281547212
2012-01-07 19:30:00,4.32425664
2012-01-07 20:00:00,4.26871692
2012-01-07 20:30:00,4.121007508
2012-01-07 21:00:00,3.946553642
2012-01-07 21:30:00,3.877289074
2012-01-07 22:00:00,3.87575853
2012-01-07 22:30:00,4.214003682
2012-01-07 23:00:00,4.278116018
2012-01-07 23:30:00,3.99675715
2012-01-08 00:00:00,3.770036462
2012-01-08 00:30:00,3.59581178
2012-01-08 01:00:00,3.444195172
2012-01-08 01:30:00,3.341720232
2012-01-08 02:00:00,3.27071287
2012-01-08 02:30:00,3.244656878
2012-01-08 03:00:00,3.259353282
2012-01-08 03:30:00,3.327696022
2012-01-08 04:00:00,3.445874032
2012-01-08 04:30:00,3.67655763
2012-01-08 05:00:00,3.891809998
2012-01-08 05:30:00,4.207981824
2012-01-08 06:00:00,4.461025276
2012-01-08 06:30:00,4.424698846
2012-01-08 07:00:00,4.505592792
2012-01-08 07:30:00,4.538734454
2012-01-08 08:00:00,4.519545234
2012-01-08 08:30:00,4.52508995
2012-01-08 09:00:00,4.546690278
2012-01-08 09:30:00,4.562070052
2012-01-08 10:00:00,4.616375476
2012-01-08 10:30:00,4.654653738
2012-01-08 11:00:00,4.664605538
2012-01-08 11:30:00,4.68288284
2012-01-08 12:00:00,4.699736102
2012-01-08 12:30:00,4.729884604
2012-01-08 13:00:00,4.76500146
2012-01-08 13:30:00,4.798142122
2012-01-08 14:00:00,4.839597694
2012-01-08 14:30:00,4.913926398
2012-01-08 15:00:00,4.98539048
2012-01-08 15:30:00,5.002609398
2012-01-08 16:00:00,4.985620712
2012-01-08 16:30:00,4.850582828
2012-01-08 17:00:00,4.744616946
2012-01-08 17:30:00,4.595458876
2012-01-08 18:00:00,4.484717276
2012-01-08 18:30:00,4.367721222
2012-01-08 19:00:00,4.336002376
2012-01-08 19:30:00,4.402506314
2012-01-08 20:00:00,4.337673298
2012-01-08 20:30:00,4.147888722
2012-01-08 21:00:00,3.945394506
2012-01-08 21:30:00,3.868934226
2012-01-08 22:00:00,3.870213776
2012-01-08 22:30:00,4.205585382
2012-01-08 23:00:00,4.285196792
2012-01-08 23:30:00,3.973774928
2012-01-09 00:00:00,3.721904564
2012-01-09 00:30:00,3.575277122
2012-01-09 01:00:00,3.44218984
2012-01-09 01:30:00,3.34121706
2012-01-09 02:00:00,3.262791734
2012-01-09 02:30:00,3.248068566
2012-01-09 03:00:00,3.267035096
2012-01-09 03:30:00,3.353540822
2012-01-09 04:00:00,3.484024886
2012-01-09 04:30:00,3.699498644
2012-01-09 05:00:00,3.918051084
2012-01-09 05:30:00,4.223170052
2012-01-09 06:00:00,4.503683824
2012-01-09 06:30:00,4.538660268
2012-01-09 07:00:00,4.67197676
2012-01-09 07:30:00,4.768833282
2012-01-09 08:00:00,4.818014722
2012-01-09 08:30:00,4.87736794
2012-01-09 09:00:00,4.938950334
2012-01-09 09:30:00,5.00733693
2012-01-09 10:00:00,5.07337337
2012-01-09 10:30:00,5.162103334
2012-01-09 11:00:00,5.246633834
2012-01-09 11:30:00,5.318813716
2012-01-09 12:00:00,5.397448126
2012-01-09 12:30:00,5.500591726
2012-01-09 13:00:00,5.57539676
2012-01-09 13:30:00,5.661471578
2012-01-09 14:00:00,5.75491
2012-01-09 14:30:00,5.84943657
2012-01-09 15:00:00,5.92733732
2012-01-09 15:30:00,5.963749442
2012-01-09 16:00:00,5.969137482
2012-01-09 16:30:00,5.857575968
2012-01-09 17:00:00,5.776994666
2012-01-09 17:30:00,5.628821762
2012-01-09 18:00:00,5.513809324
2012-01-09 18:30:00,5.370216308
2012-01-09 19:00:00,5.271710192
2012-01-09 19:30:00,5.219583202
2012-01-09 20:00:00,5.062725122
2012-01-09 20:30:00,4.824738738
2012-01-09 21:00:00,4.546728926
2012-01-09 21:30:00,4.398900452
2012-01-09 22:00:00,4.335299712
2012-01-09 22:30:00,4.60738826
2012-01-09 23:00:00,4.627939872
2012-01-09 23:30:00,4.284699262
2012-01-10 00:00:00,4.032197088
2012-01-10 00:30:00,3.846606852
2012-01-10 01:00:00,3.69561914
2012-01-10 01:30:00,3.590796732
2012-01-10 02:00:00,3.519998438
2012-01-10 02:30:00,3.491261962
2012-01-10 03:00:00,3.502045154
2012-01-10 03:30:00,3.57556968
2012-01-10 04:00:00,3.716905066
2012-01-10 04:30:00,3.933689832
2012-01-10 05:00:00,4.173211714
2012-01-10 05:30:00,4.525142142
2012-01-10 06:00:00,4.849164178
2012-01-10 06:30:00,4.958596898
2012-01-10 07:00:00,5.145765748
2012-01-10 07:30:00,5.289341778
2012-01-10 08:00:00,5.394818584
2012-01-10 08:30:00,5.525025436
2012-01-10 09:00:00,5.646458126
2012-01-10 09:30:00,5.75606863
2012-01-10 10:00:00,5.859969376
2012-01-10 10:30:00,5.972207604
2012-01-10 11:00:00,6.104625858
2012-01-10 11:30:00,6.228931868
2012-01-10 12:00:00,6.362414414
2012-01-10 12:30:00,6.47176084
2012-01-10 13:00:00,6.625164924
2012-01-10 13:30:00,6.736274046
2012-01-10 14:00:00,6.837513708
2012-01-10 14:30:00,6.943774802
2012-01-10 15:00:00,7.019610498
2012-01-10 15:30:00,7.037339106
2012-01-10 16:00:00,7.031995738
2012-01-10 16:30:00,6.901768624
2012-01-10 17:00:00,6.80880808
2012-01-10 17:30:00,6.65471591
2012-01-10 18:00:00,6.467185502
2012-01-10 18:30:00,6.259357228
2012-01-10 19:00:00,6.10352907
2012-01-10 19:30:00,6.001258294
2012-01-10 20:00:00,5.79617259
2012-01-10 20:30:00,5.469918952
2012-01-10 21:00:00,5.138630498
2012-01-10 21:30:00,4.872204062
2012-01-10 22:00:00,4.717181052
2012-01-10 22:30:00,4.903454734
2012-01-10 23:00:00,4.819637018
2012-01-10 23:30:00,4.41406842
2012-01-11 00:00:00,4.114232072
2012-01-11 00:30:00,3.897225486
2012-01-11 01:00:00,3.742516822
2012-01-11 01:30:00,3.63662612
2012-01-11 02:00:00,3.538485914
2012-01-11 02:30:00,3.491921756
2012-01-11 03:00:00,3.470815618
2012-01-11 03:30:00,3.490971626
2012-01-11 04:00:00,3.536039768
2012-01-11 04:30:00,3.613915282
2012-01-11 05:00:00,3.650390516
2012-01-11 05:30:00,3.768528998
2012-01-11 06:00:00,3.945972682
2012-01-11 06:30:00,4.045497534
2012-01-11 07:00:00,4.1857708
2012-01-11 07:30:00,4.339755166
2012-01-11 08:00:00,4.410654996
2012-01-11 08:30:00,4.461122906
2012-01-11 09:00:00,4.463350828
2012-01-11 09:30:00,4.460591624
2012-01-11 10:00:00,4.459101102
2012-01-11 10:30:00,4.433899532
2012-01-11 11:00:00,4.410503308
2012-01-11 11:30:00,4.401375056
2012-01-11 12:00:00,4.395034088
2012-01-11 12:30:00,4.397636714
2012-01-11 13:00:00,4.416346532
2012-01-11 13:30:00,4.455399564
2012-01-11 14:00:00,4.505141714
2012-01-11 14:30:00,4.568526494
2012-01-11 15:00:00,4.672497854
2012-01-11 15:30:00,4.70725655
2012-01-11 16:00:00,4.756069496
2012-01-11 16:30:00,4.752018162
2012-01-11 17:00:00,4.717903258
2012-01-11 17:30:00,4.631701446
2012-01-11 18:00:00,4.511321396
2012-01-11 18:30:00,4.407144386
2012-01-11 19:00:00,4.362319272
2012-01-11 19:30:00,4.371902282
2012-01-11 20:00:00,4.273930464
2012-01-11 20:30:00,4.147613724
2012-01-11 21:00:00,3.990892786
2012-01-11 21:30:00,3.931817914
2012-01-11 22:00:00,3.947739646
2012-01-11 22:30:00,4.232236816
2012-01-11 23:00:00,4.261224418
2012-01-11 23:30:00,3.959142034
2012-01-12 00:00:00,3.683537886
2012-01-12 00:30:00,3.487044176
2012-01-12 01:00:00,3.3458326
2012-01-12 01:30:00,3.260516062
2012-01-12 02:00:00,3.180475096
2012-01-12 02:30:00,3.134579888
2012-01-12 03:00:00,3.112445376
2012-01-12 03:30:00,3.12250293
2012-01-12 04:00:00,3.141865962
2012-01-12 04:30:00,3.170661404
2012-01-12 05:00:00,3.191867626
2012-01-12 05:30:00,3.27681794
2012-01-12 06:00:00,3.397866364
2012-01-12 06:30:00,3.414380098
2012-01-12 07:00:00,3.523971406
2012-01-12 07:30:00,3.634151314
2012-01-12 08:00:00,3.702250286
2012-01-12 08:30:00,3.774305562
2012-01-12 09:00:00,3.801123804
2012-01-12 09:30:00,3.828092832
2012-01-12 10:00:00,3.839594686
2012-01-12 10:30:00,3.869644538
2012-01-12 11:00:00,3.918263716
2012-01-12 11:30:00,3.946460492
2012-01-12 12:00:00,3.982324776
2012-01-12 12:30:00,4.06292968
2012-01-12 13:00:00,4.155750468
2012-01-12 13:30:00,4.227675584
2012-01-12 14:00:00,4.322474314
2012-01-12 14:30:00,4.421392068
2012-01-12 15:00:00,4.523103186
2012-01-12 15:30:00,4.602376334
2012-01-12 16:00:00,4.644014744
2012-01-12 16:30:00,4.704114562
2012-01-12 17:00:00,4.702087844
2012-01-12 17:30:00,4.63580839
2012-01-12 18:00:00,4.551493328
2012-01-12 18:30:00,4.465171776
2012-01-12 19:00:00,4.429082612
2012-01-12 19:30:00,4.493246624
2012-01-12 20:00:00,4.425420856
2012-01-12 20:30:00,4.24128258
2012-01-12 21:00:00,4.033633882
2012-01-12 21:30:00,3.923325806
2012-01-12 22:00:00,3.90362033
2012-01-12 22:30:00,4.19063858
2012-01-12 23:00:00,4.271423192
2012-01-12 23:30:00,3.96791124
2012-01-13 00:00:00,3.697824658
2012-01-13 00:30:00,3.531852514
2012-01-13 01:00:00,3.418757892
2012-01-13 01:30:00,3.336414284
2012-01-13 02:00:00,3.26727851
2012-01-13 02:30:00,3.25645699
2012-01-13 03:00:00,3.300666436
2012-01-13 03:30:00,3.422993432
2012-01-13 04:00:00,3.615773862
2012-01-13 04:30:00,3.86019222
2012-01-13 05:00:00,4.08904833
2012-01-13 05:30:00,4.439467828
2012-01-13 06:00:00,4.761322076
2012-01-13 06:30:00,4.80257317
2012-01-13 07:00:00,4.924923782
2012-01-13 07:30:00,5.058962926
2012-01-13 08:00:00,5.148564728
2012-01-13 08:30:00,5.258607488
2012-01-13 09:00:00,5.356931676
2012-01-13 09:30:00,5.472695926
2012-01-13 10:00:00,5.61215664
2012-01-13 10:30:00,5.702437758
2012-01-13 11:00:00,5.815318388
2012-01-13 11:30:00,5.93827905
2012-01-13 12:00:00,6.071871266
2012-01-13 12:30:00,6.203873136
2012-01-13 13:00:00,6.36620473
2012-01-13 13:30:00,6.531510696
2012-01-13 14:00:00,6.702724274
2012-01-13 14:30:00,6.884703064
2012-01-13 15:00:00,7.101948996
2012-01-13 15:30:00,7.193651984
2012-01-13 16:00:00,7.219620338
2012-01-13 16:30:00,7.117700828
2012-01-13 17:00:00,7.072260744
2012-01-13 17:30:00,6.927820256
2012-01-13 18:00:00,6.751084224
2012-01-13 18:30:00,6.493955154
2012-01-13 19:00:00,6.280161498
2012-01-13 19:30:00,6.157748264
2012-01-13 20:00:00,5.937616712
2012-01-13 20:30:00,5.621043788
2012-01-13 21:00:00,5.24487777
2012-01-13 21:30:00,4.989158762
2012-01-13 22:00:00,4.818802872
2012-01-13 22:30:00,4.986568112
2012-01-13 23:00:00,4.93128757
2012-01-13 23:30:00,4.55148161
2012-01-14 00:00:00,4.298493952
2012-01-14 00:30:00,4.12676644
2012-01-14 01:00:00,3.978285124
2012-01-14 01:30:00,3.873625052
2012-01-14 02:00:00,3.812301236
2012-01-14 02:30:00,3.806971646
2012-01-14 03:00:00,3.839546944
2012-01-14 03:30:00,3.942473934
2012-01-14 04:00:00,4.090881118
2012-01-14 04:30:00,4.387613994
2012-01-14 05:00:00,4.654636914
2012-01-14 05:30:00,5.032236168
2012-01-14 06:00:00,5.426059858
2012-01-14 06:30:00,5.629102692
2012-01-14 07:00:00,5.974719368
2012-01-14 07:30:00,6.316079374
2012-01-14 08:00:00,6.582889656
2012-01-14 08:30:00,6.841862226
2012-01-14 09:00:00,7.108011652
2012-01-14 09:30:00,7.365814368
2012-01-14 10:00:00,7.646293276
2012-01-14 10:30:00,7.865123048
2012-01-14 11:00:00,8.081805538
2012-01-14 11:30:00,8.281299776
2012-01-14 12:00:00,8.43611171
2012-01-14 12:30:00,8.555179324
2012-01-14 13:00:00,8.637256826
2012-01-14 13:30:00,8.72728768
2012-01-14 14:00:00,8.86115585
2012-01-14 14:30:00,8.970305342
2012-01-14 15:00:00,9.090553034
2012-01-14 15:30:00,9.107072566
2012-01-14 16:00:00,9.073337732
2012-01-14 16:30:00,8.915367272
2012-01-14 17:00:00,8.853661228
2012-01-14 17:30:00,8.617664138
2012-01-14 18:00:00,8.431504682
2012-01-14 18:30:00,8.207660618
2012-01-14 19:00:00,8.086467752
2012-01-14 19:30:00,7.95797525
2012-01-14 20:00:00,7.636912388
2012-01-14 20:30:00,7.17614631
2012-01-14 21:00:00,6.699891372
2012-01-14 21:30:00,6.332733362
2012-01-14 22:00:00,6.098231644
2012-01-14 22:30:00,6.19604102
2012-01-14 23:00:00,6.049362968
2012-01-14 23:30:00,5.627770296
2012-01-15 00:00:00,5.362653248
2012-01-15 00:30:00,5.20931894
2012-01-15 01:00:00,5.070269406
2012-01-15 01:30:00,4.94404474
2012-01-15 02:00:00,4.848841026
2012-01-15 02:30:00,4.806178256
2012-01-15 03:00:00,4.8169556
2012-01-15 03:30:00,4.944671128
2012-01-15 04:00:00,5.103951872
2012-01-15 04:30:00,5.400440734
2012-01-15 05:00:00,5.671453198
2012-01-15 05:30:00,6.084822222
2012-01-15 06:00:00,6.501901374
2012-01-15 06:30:00,6.817202972
2012-01-15 07:00:00,7.18295852
2012-01-15 07:30:00,7.49885556
2012-01-15 08:00:00,7.76643008
2012-01-15 08:30:00,7.951284914
2012-01-15 09:00:00,8.108040656
2012-01-15 09:30:00,8.360792914
2012-01-15 10:00:00,8.556773432
2012-01-15 10:30:00,8.698237038
2012-01-15 11:00:00,8.838070052
2012-01-15 11:30:00,8.956461248
2012-01-15 12:00:00,9.042728714
2012-01-15 12:30:00,9.096485062
2012-01-15 13:00:00,9.130034244
2012-01-15 13:30:00,9.13137259
2012-01-15 14:00:00,9.177818776
2012-01-15 14:30:00,9.177872914
2012-01-15 15:00:00,9.168625516
2012-01-15 15:30:00,9.080668122
2012-01-15 16:00:00,8.996730262
2012-01-15 16:30:00,8.70987007
2012-01-15 17:00:00,8.50175363
2012-01-15 17:30:00,8.198883992
2012-01-15 18:00:00,7.991735696
2012-01-15 18:30:00,7.712494868
2012-01-15 19:00:00,7.520815342
2012-01-15 19:30:00,7.348328248
2012-01-15 20:00:00,7.068129308
2012-01-15 20:30:00,6.657227294
2012-01-15 21:00:00,6.238268688
2012-01-15 21:30:00,5.848757428
2012-01-15 22:00:00,5.630283478
2012-01-15 22:30:00,5.779505794
2012-01-15 23:00:00,5.656584066
2012-01-15 23:30:00,5.236879066
2012-01-16 00:00:00,4.97537637
2012-01-16 00:30:00,4.814499622
2012-01-16 01:00:00,4.71230061
2012-01-16 01:30:00,4.637270946
2012-01-16 02:00:00,4.58355709
2012-01-16 02:30:00,4.563189734
2012-01-16 03:00:00,4.568863946
2012-01-16 03:30:00,4.664760656
2012-01-16 04:00:00,4.809891734
2012-01-16 04:30:00,5.075270322
2012-01-16 05:00:00,5.332401238
2012-01-16 05:30:00,5.773476182
2012-01-16 06:00:00,6.20165179
2012-01-16 06:30:00,6.490455286
2012-01-16 07:00:00,6.904612534
